"content","date","Type_of_communication","link","title"
"Managing marketed health product-related side effects depends on health care professionals and consumers reporting them. Any case of serious adverse health consequences or other serious or unexpected side effects in patients receiving Primene 10% solution should be reported to Baxter Corporation or Health...","
									2015-11-23								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2015/55942a-eng.php","Primene 10% Amino Acid Solution, 250 mL - Compatibility Issue with Trace Elements - Update"
"BACKUP PLAN ONESTEP (2015-11-20) Affected products  BACKUP PLAN ONESTEP  Error in lot number and expiry printed on blister pack.  Wholesalers, Pharmacies, Retailers in the following provinces: British Columbia, Newfoundland, Ontario, Quebec and Saskatchewan    BACKUP PLAN ONESTEP DIN 02433532 Tablets...","
									2015-11-20								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2015/57152r-eng.php","BACKUP PLAN ONESTEP (2015-11-20)"
"Managing marketed health product-related side effects depends on health care professionals and consumers reporting them. Any case of medication error or other serious or unexpected side effects in patients receiving Atropine Injection BP 0.4 mg/mL or Epinephrine Injection USP 1 mg/mL should be reported...","
                                        2015-11-20                                    ","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2015/55918a-eng.php","Alveda Atropine Injection BP 0.4 mg/mL - Recall of One Lot Due to the Same Barcode as Alveda Epinephrine Injection USP 1 mg/mL"
"Tecfidera (2015-11-20) Affected Products  Tecfidera  Lot number discrepancy: Products were identified as having the lot number CANEDSLI00 instead of CANEDLSI00 (reversal of the letters “L” and “S”).  Wholesalers and provinces across Canada    Tecfidera DIN 02420201 Capsule Dimethyl Fumarate 240...","
									2015-11-20								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2015/55916r-eng.php","Tecfidera (2015-11-20)"
"Atropine Injection BP 0.4MG/ML (2015-11-19) Affected Products  Atropine Injection BP 0.4MG/ML  One lot of Atropine Injection BP 0.4 mg/mL (DIN 02094681) (L) 50187 marketed and sold by Alveda Pharmaceuticals Inc. is being recalled, due to an incorrect barcode on the ampoule label. The barcode reads (01)00837641000591...","
									2015-11-19								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2015/55944r-eng.php","Atropine Injection BP 0.4MG/ML (2015-11-19)"
"Estee Lauder Double Wear All-Day Glow BB Moisture Makeup SPF 30 (2015-11-18) Affected Products  Estee Lauder Double Wear All-Day Glow BB Moisture Makeup SPF 30  Out of specification result for potency during shelf life testing.  Retailers    Estee Lauder Double Wear All-Day Glow BB Moisture Makeup SPF...","
									2015-11-18								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2015/56246r-eng.php","Estee Lauder Double Wear All-Day Glow BB Moisture Makeup SPF 30 (2015-11-18)"
"ACT LEVETIRACETAM (2015-11-16) Affected Products  ACT LEVETIRACETAM  This lot may contain foreign tablets (ACT LEVETIRACETAM 250 mg tablets).  Wholesalers and retailers across Canada    ACT LEVETIRACETAM DIN 02274191 Film-coated tablets Levetiracetam 500 mg...","
									2015-11-16								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2015/55910r-eng.php","ACT LEVETIRACETAM (2015-11-16)"
"Psoriasin Liquid (2015-11-13) Affected Products  Psoriasin Liquid  Out of specification result for potency during shelf life testing.     Psoriasin Liquid DIN 02246974 Solution 0.66% Coal Tar...","
									2015-11-13								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2015/55882r-eng.php","Psoriasin Liquid (2015-11-13)"
"Cisatracurium Omega Multidose (2015-11-11) Affected Products  Cisatracurium Omega Multidose  Out of trend result for purity during shelf life testing.  Wholesalers and hospitals across Canada    Cisatracurium Omega Multidose DIN 02408813 Solution cisatracurium 2mg/mL...","
									2015-11-11								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2015/55912r-eng.php","Cisatracurium Omega Multidose (2015-11-11)"
"Patients/caregivers and health professionals wanting more information about this advisory from Health Canada can contact the Public Enquiries Line at 613-957-2991, or toll free at 1-866-225-0709.   Media enquiries related to this Advisory should be directed to Health Canada Media Relations at 613-957-2983....","
									2015-11-10								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2015/55800a-eng.php","Information Update - Risk of Serious Liver Injury associated with Hepatitis C Treatments: Holkira Pak and Technivie"
"Stieva-A Cream (2015-11-06) Affected Products  Stieva-A Cream  Out of specification result for potency and for any unspecified related substance during shelf life testing.  Wholesalers, Pharmacies (BC, AB, SK, MB, ON, QC, NFLD, NS, NB)    Stieva-A Cream DIN 00662348 Cream 0.1% w/w Tretinoin...","
									2015-11-06								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2015/56248r-eng.php","Stieva-A Cream (2015-11-06)"
"Patients should watch for unusual impulse-related behaviours and report them to their healthcare professional. This includes an uncontrollable impulse to gamble, unusual sexual thoughts, fantasies, desires or behaviours, or any other uncontrollable behaviours that they find distressing while being treated...","
									2015-11-02								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2015/55668a-eng.php","Safety information for antipsychotic drug Abilify and risk of certain impulse-control behaviours"
"Allerject 0.3 mg / 0.3 mL (2015-10-28) Affected Products  Allerject 0.3 mg / 0.3 mL  Potential device defect affecting delivery of drug to patient.  Wholesalers/distributors, pharmacies, hospitals and health care professionals across Canada.    Allerject 0.3 mg / 0.3 mL DIN 2382067 Sterile auto-injector...","
									2015-10-28								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2015/55690r-eng.php","Allerject 0.3 mg / 0.3 mL (2015-10-28)"
"Allerject 0.15 mg / 0.15 mL (2015-10-28) Affected Products  Allerject 0.15 mg / 0.15 mL  Potential device defect affecting delivery of drug to patient.  Wholesalers/distributors, pharmacies, hospitals and health care professionals across Canada.    Allerject 0.15 mg / 0.15 mL DIN 02382059 Sterile auto-injector...","
									2015-10-28								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2015/55688r-eng.php","Allerject 0.15 mg / 0.15 mL (2015-10-28)"
"Contact your pharmacy to arrange returning your Allerject device and to obtain a replacement epinephrine auto-injector with the same dose.  Consult your pharmacist to ensure you understand how to properly use the replacement auto-injector.  In the event a life-threatening allergic reaction (anaphylaxis)...","
                                        2015-10-28                                    ","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2015/55620a-eng.php","Sanofi recalls all lots of Allerject (0.15 mg/0.15 mL and 0.3 mg/0.3 mL strengths of epinephrine auto-injectors)"
"Managing marketed health product-related side effects depends on health care professionals and consumers reporting them. Any case of serious or unexpected side effects in patients receiving Tridural® should be reported to Paladin Labs Inc. or Health Canada. Paladin Labs Inc. 100 Boulevard Alexis Nihon,...","
                                        2015-10-26                                    ","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2015/55566a-eng.php","Tridural (tramadol HCl extended release tablets) - Removal of Tablet Markings in Certain Lots"
"Bravelle (2015-10-23) Affected Products  Bravelle  Out of specification result for potency during shelf life testing.  Clinics, hospitals and/or wholesalers in all provinces/territories    Bravelle DIN 02268140 Poudre lyophilisée stérile pour injection Urofollitropin 75 IU...","
									2015-10-23								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2015/55684r-eng.php","Bravelle (2015-10-23)"
"The manufacturer advised Health Canada of the risk associated with this health product. Health Canada supports the actions taken by the manufacturer and as such a risk assessment was not required and a Summary Safety Review was not prepared.  The manufacturer advised Health Canada of the risk associated...","
									2015-10-23								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2015/55560a-eng.php","BRAVELLE (75 IU urofollitropin for injection, purified) - Recalled lots due to Reduced Therapeutic Effect"
"The manufacturer advised Health Canada of the risk associated with this health product. Health Canada supports the actions taken by the manufacturer and as such a risk assessment was not required and a Summary Safety Review was not prepared.  The manufacturer advised Health Canada of the risk associated...","
									2015-10-23								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2015/55558a-eng.php","VINCRISTINE SULFATE INJECTION USP 1mg/mL - Incorrect Labelling"
"Teva-Fluvastatin (2015-10-16) Affected Products  Teva-Fluvastatin  Potential labelling error, where a bottle of Teva-Venlafaxine XR 150 mg capsules is labelled with an upper peel off label of Teva-Fluvastatin Sodium 40 mg.     Teva-Fluvastatin DIN 02299232 Capsule Fluvastatin 40 mg...","
									2015-10-16								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2015/55552r-eng.php","Teva-Fluvastatin (2015-10-16)"
"...","
									2015-10-15								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2015/55540r-eng.php","CARBON MONOX, HELIUM, OXYGEN, NITROGEN L.D.M. (2015-10-15)"
"Sterile Talc (2015-10-09) Affected Products   This is an unauthorized drug product.     Sterile Talc No Market Authorisation Powder for injection Talc 5 g...","
									2015-10-09								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2015/55538r-eng.php","Sterile Talc (2015-10-09)"
"Sambucol Cold & Flu (2015-10-08) Affected Products  Sambucol Cold & Flu  Contraindication for people allergic to acetylsalicylic acid or other salicylates not stated on product label.  Wholesalers and retailers. (BC, AB, SK, MB, ON, QC, NB, NS, NF)    Sambucol Cold & Flu NPN 80060823 Capsule Echinacea...","
									2015-10-08								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2015/55324r-eng.php","Sambucol Cold & Flu (2015-10-08)"
"Apo-Risperidone (2015-10-06) Affected Products  Apo-Risperidone  Apotex initiated recall of one lot due to out of specification result for an unidentified impurity.     Apo-Risperidone DIN 02280396 Solution 1 mg/ml...","
									2015-10-06								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2015/55308r-eng.php","Apo-Risperidone (2015-10-06)"
"Information Update - Multiple sclerosis drug Gilenya (fingolimod): Safety information on the risk of skin cancer and a rare brain infection   September 30, 2015 For immediate release OTTAWA -  Health Canada is informing Canadians that the drug label (product monograph) for the multiple sclerosis drug...","
									2015-09-30								","Advisory","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2015/55160a-eng.php","Information Update - Multiple sclerosis drug Gilenya (fingolimod): Safety information on the risk of skin cancer and a rare brain infection"
"DOM-Zopiclone (2015-09-25) Affected Products  DOM-Zopiclone  These lots may contain oversized tablets exceeding the maximum recommended daily dose of 7.5 mg.  Wholesalers and pharmacies in Canada    DOM-Zopiclone DIN 02240823 Tablet 7.5 mg...","
									2015-09-25								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2015/55152r-eng.php","DOM-Zopiclone (2015-09-25)"
"RAN-Zopiclone (2015-09-25) Affected Products  RAN-Zopiclone  Lot may contain oversized tablets exceeding the maximum recommended daily dose of 7.5 mg  Wholesalers    RAN-Zopiclone DIN 02267926 Tablet Zopiclone 7.5 mg...","
									2015-09-25								","Recall","http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2015/55150r-eng.php","RAN-Zopiclone (2015-09-25)"
